"ID","MacAddress","Longitude","Latitude","RSSI1","MNC1","IMSI1","CELLID1","RSSI2","MNC2","IMSI2","CELLID2","CreateTime","IsCheckPoint","IsUsed","Speed"
59514245,"001970C1417B",0,0,-150,0,NA,20166755,-36,1,466011500791233,53791775,2016-08-01 00:04:59,0,0,NA
59514246,"001970C14151",121.289694,24.909711,-83,1,466011500791414,14005003,-150,0,NA,16502417,2016-08-01 00:04:59,0,0,NA
59514249,"001970C11CD7",120.746053,24.369807,-77,1,466011501246338,128099094,NA,NA,NA,NA,2016-08-01 00:05:00,0,0,48
59514250,"001970C14065",0,0,-56,92,466924251104916,80279575,-150,0,NA,16980542,2016-08-01 00:05:00,0,0,NA
59514251,"001970C1166D",121.47322,25.056942,-65,92,466924251101811,29057057,NA,NA,NA,NA,2016-08-01 00:05:00,0,0,10
59514252,"001970C1412D",120.879118,24.650225,-52,92,466924251104870,105978903,-150,0,NA,22276979,2016-08-01 00:05:00,0,0,NA
59514253,"001970C14075",121.414029,25.060109,-74,92,466924251104886,16709213,-150,0,NA,20957493,2016-08-01 00:05:00,0,0,NA
59514254,"001970C141AB",120.292318,22.641857,-45,92,466924251104968,183635989,-150,0,NA,46119136,2016-08-01 00:05:00,0,0,NA
59514255,"001970C1415D",0,0,-69,92,466924100841120,30411809,-69,1,466011500798672,51276310,2016-08-01 00:05:00,0,0,NA
59514256,"001970C14129",120.622098,24.179505,-63,92,466924251104901,27644848,-150,0,NA,21543204,2016-08-01 00:05:00,0,0,NA
59514257,"001970C13FE7",120.749134,24.375518,-85,1,466011500798700,0,-150,0,NA,20462965,2016-08-01 00:05:00,0,0,NA
59514258,"001970A2F19A",121.080627,24.884375,-86,92,466924100841078,23099284,NA,NA,NA,NA,2016-08-01 00:05:00,0,0,95
59514260,"001970C1401D",121.441736,25.059297,-66,1,466011501250450,51229207,-150,0,NA,16687701,2016-08-01 00:05:01,0,0,NA
59514261,"001970C1405B",120.622043,24.179219,-74,92,466924251104874,27651064,-150,0,NA,21543119,2016-08-01 00:05:01,0,0,NA
59514262,"001970C14025",120.622078,24.179231,-63,92,466924251104869,106033185,-150,0,NA,21543204,2016-08-01 00:05:01,0,0,NA
59514263,"001970A2F16E",0,0,-56,92,466924100841075,54361613,NA,NA,NA,NA,2016-08-01 00:05:01,0,0,0
59514264,"001970C141E5",120.236162,23.133803,-150,0,NA,23167894,-50,1,466011500790712,182025750,2016-08-01 00:05:01,0,0,NA
59514265,"001970C140E3",120.804451,24.507487,-79,1,466011501250456,33305722,-150,0,NA,20452897,2016-08-01 00:05:01,0,0,NA
59514266,"001970C1193F",120.210045,23.00806,-39,92,466924251106582,157406487,NA,NA,NA,NA,2016-08-01 00:05:02,0,0,30
59514267,"001970C1194D",121.199292,24.95613,-61,92,466924251106589,81742615,NA,NA,NA,NA,2016-08-01 00:05:02,0,0,38
59514268,"001970C14153",121.011186,24.856746,-67,1,466011500791415,14068889,-150,0,NA,23123089,2016-08-01 00:05:02,0,0,NA
59514269,"001970C11CF9",121.485412,25.061388,-46,1,466011501246351,51618071,NA,NA,NA,NA,2016-08-01 00:05:03,0,0,41
59514270,"001970C15909",120.244002,23.116287,-45,97,466977100566681,190720367,NA,NA,NA,NA,2016-08-01 00:05:03,0,0,89
59514271,"001970C141ED",120.319374,22.791787,-73,92,466924251104981,47969272,-150,0,NA,28615951,2016-08-01 00:05:03,0,0,NA
59514272,"001970C158FF",120.47231,23.774842,-55,97,466977100566676,165888981,NA,NA,NA,NA,2016-08-01 00:05:03,0,0,87
59514273,"001970C1192F",121.207517,24.963508,-60,92,466924251106578,80820749,NA,NA,NA,NA,2016-08-01 00:05:03,0,0,79
59514274,"001970C11CD1",120.974082,24.741963,-53,1,466011501246335,56331276,NA,NA,NA,NA,2016-08-01 00:05:04,0,0,103
59514276,"001970A2F1CE",0,0,-38,92,466924100841063,106031885,NA,NA,NA,NA,2016-08-01 00:05:04,0,0,0
59514277,"001970C1405F",120.292517,22.641852,-150,0,NA,54773746,-54,1,466011500798647,184375318,2016-08-01 00:05:04,0,0,NA
59514278,"001970A2F174",120.313008,22.816633,-59,92,466924100841089,183595297,NA,NA,NA,NA,2016-08-01 00:05:04,0,0,96
59514279,"001970C1420F",120.622386,24.178984,-56,92,466924251104990,106559777,-150,0,NA,28617967,2016-08-01 00:05:04,0,0,NA
59514280,"001970C11CC1",121.195318,24.947803,-62,1,466011501246327,53785357,NA,NA,NA,NA,2016-08-01 00:05:04,0,0,81
59514283,"001970C140B9",120.21244,22.998741,-59,1,466011500791402,181778445,-150,0,NA,40234558,2016-08-01 00:05:05,1,0,NA
59514284,"001970C14177",120.378268,23.472046,-63,92,466924251104962,157519393,-150,0,NA,46220436,2016-08-01 00:05:05,0,0,NA
59514285,"001970C11CC3",120.909825,24.683142,-56,1,466011501246328,128019735,NA,NA,NA,NA,2016-08-01 00:05:05,0,0,89
59514286,"001970C14029",120.763608,24.400947,-53,92,466924251101810,105929239,-150,0,NA,26521656,2016-08-01 00:05:05,0,0,NA
59514287,"001970C13F9D",120.975185,24.744712,-85,1,466011500798683,14689541,-150,0,NA,45091,2016-08-01 00:05:05,0,0,NA
59514288,"001970C118DF",121.79056,24.832622,-49,92,466924251106519,208369933,NA,NA,NA,NA,2016-08-01 00:05:05,0,0,73
59514290,"001970C11921",120.231067,23.16206,-72,92,466924251106571,157365783,NA,NA,NA,NA,2016-08-01 00:05:06,0,0,88
59514291,"001970C14067",121.508519,25.054639,-65,92,466924251104919,15530512,-150,0,NA,15469079,2016-08-01 00:05:06,0,0,NA
59514292,"001970C11CBB",120.860885,24.590165,-84,1,466011501246324,128026390,NA,NA,NA,NA,2016-08-01 00:05:07,0,0,95
59514293,"001970C11791",120.213242,23.002703,-73,92,466924100841124,40102676,NA,NA,NA,NA,2016-08-01 00:05:07,1,0,NA
59514294,"001970C14211",120.333847,22.729709,-62,92,466924251104991,47969804,-150,0,NA,31023256,2016-08-01 00:05:07,0,0,NA
59514295,"001970C140C9",120.692831,24.26929,-63,92,466924251104929,106081035,-150,0,NA,33778089,2016-08-01 00:05:07,0,0,NA
59514296,"001970C11A0F",120.635208,24.18358,-49,1,466011501246510,130876684,NA,NA,NA,NA,2016-08-01 00:05:07,0,0,101
59514297,"001970C11943",121.29794,25.036542,-64,92,466924251106584,81570071,NA,NA,NA,NA,2016-08-01 00:05:07,0,0,20
59514298,"001970C13FA5",120.622219,24.179096,-61,92,466924251104882,107391007,-150,0,NA,21543204,2016-08-01 00:05:07,0,0,NA
59514299,"001970C118CD",121.790688,24.833415,-61,92,466924251106529,208375565,NA,NA,NA,NA,2016-08-01 00:05:07,0,0,88
59514300,"001970C140E1",120.484996,23.828124,-85,1,466011501250455,0,-150,0,NA,29717214,2016-08-01 00:05:07,0,0,NA
59514301,"001970C13FEF",120.27812,23.28634,-61,1,466011501250252,47354747,-150,0,NA,14002809,2016-08-01 00:05:07,0,0,NA
59514302,"001970C11CBD",120.953612,24.727128,-71,1,466011501246325,56331542,NA,NA,NA,NA,2016-08-01 00:05:07,0,0,96
59514306,"001970C11A11",0,0,-60,1,466011501246511,130593815,NA,NA,NA,NA,2016-08-01 00:05:08,0,0,0
59514307,"001970A2F1C0",0,0,-67,92,466924100841059,81750551,NA,NA,NA,NA,2016-08-01 00:05:08,0,0,0
59514308,"001970C14265",121.51394,25.011907,-150,0,NA,17700388,-57,1,466011500790716,25634837,2016-08-01 00:05:09,0,0,NA
59514309,"001970C1420D",121.518176,25.054128,-41,92,466924251104989,55341335,-150,0,NA,17717252,2016-08-01 00:05:09,1,0,NA
59514310,"001970C11DD7",121.790188,24.828963,-40,97,466977100566663,66816881,NA,NA,NA,NA,2016-08-01 00:05:09,0,0,88
59514311,"001970C14109",120.46923,23.739864,-79,92,466924251104911,33106245,-150,0,NA,34567,2016-08-01 00:05:09,0,0,NA
59514312,"001970C13FCF",0,0,-75,1,466011500791265,51571489,-150,0,NA,20579871,2016-08-01 00:05:09,0,0,NA
59514313,"001970C11733",121.513733,25.074535,-54,92,466924251101843,54408974,NA,NA,NA,NA,2016-08-01 00:05:09,0,0,1
59514314,"001970A2F14E",0,0,-72,1,466011500790704,57384983,NA,NA,NA,NA,2016-08-01 00:05:10,0,0,0
59514315,"001970C141B3",0,0,-61,92,466924251104972,16497693,0,0,NA,0,2016-08-01 00:05:10,0,0,NA
59514316,"001970C14035",120.57077,24.115982,-62,92,466924251104873,106068255,-150,0,NA,22152957,2016-08-01 00:05:10,0,0,NA
59514317,"001970C14063",120.23122,23.147789,-64,92,466924251104900,40118215,-150,0,NA,27644002,2016-08-01 00:05:10,0,0,NA
59514319,"001970A2F198",120.484925,23.81533,-68,92,466924100841077,131345185,NA,NA,NA,NA,2016-08-01 00:05:11,0,0,96
59514320,"001970C1170F",120.868328,24.640182,-68,92,466924251101838,105339149,NA,NA,NA,NA,2016-08-01 00:05:11,0,0,93
59514321,"001970C14269",120.72994,24.350829,-150,0,NA,39411717,-52,1,466011500790718,128025375,2016-08-01 00:05:12,0,0,NA
59514322,"001970C141EF",120.276133,22.646879,-76,92,466924251104982,0,-150,0,NA,29717214,2016-08-01 00:05:12,0,0,NA
59514323,"001970C141CB",120.50244,23.936528,-66,1,466011500790697,0,-150,0,NA,14672831,2016-08-01 00:05:12,0,0,NA
59514324,"001970C14119",120.249008,23.001245,-59,1,466011500791407,47815980,-150,0,NA,26601439,2016-08-01 00:05:12,0,0,NA
59514325,"001970C13F89",121.003379,24.772721,-77,1,466011500798677,14716339,-150,0,NA,14645,2016-08-01 00:05:12,0,0,NA
59514326,"001970C1190B",120.210703,23.010013,-55,92,466924251106564,157750305,NA,NA,NA,NA,2016-08-01 00:05:13,0,0,25
59514327,"001970C14073",120.781792,24.487915,-61,92,466924251101835,106353687,-150,0,NA,33297777,2016-08-01 00:05:13,0,0,NA
59514328,"001970C1410D",120.323534,23.348498,-77,92,466924251104912,40171862,-150,0,NA,40112872,2016-08-01 00:05:13,0,0,NA
59514329,"001970C1425D",120.622345,24.179005,-60,1,466011500791406,0,-150,0,NA,21438223,2016-08-01 00:05:13,0,0,NA
59514330,"001970C140D9",120.205128,23.034017,-62,1,466011501250451,47699856,-150,0,NA,28526705,2016-08-01 00:05:13,0,0,NA
59514331,"001970C1406D",120.460926,23.675446,-77,92,466924251104924,33106561,-150,0,NA,33112836,2016-08-01 00:05:13,0,0,NA
59514332,"001970C11C85",121.1591,24.903005,-66,1,466011501246517,53789985,NA,NA,NA,NA,2016-08-01 00:05:14,0,0,94
59514333,"001970C141C9",120.308593,22.635977,-150,0,NA,27500714,-45,1,466011500790696,184330261,2016-08-01 00:05:14,1,0,NA
59514334,"001970C1426B",120.314566,22.811509,-150,0,NA,28222813,-42,1,466011500790719,184595723,2016-08-01 00:05:14,0,0,NA
59514336,"001970C1171B",120.692072,24.265072,-53,92,466924251101841,106081047,NA,NA,NA,NA,2016-08-01 00:05:15,0,0,95
59514337,"001970C11749",121.500507,25.052258,-69,92,466924251101820,29209880,NA,NA,NA,NA,2016-08-01 00:05:15,0,0,42
59514338,"001970C14077",120.28022,22.642114,-150,0,NA,0,-65,1,466011500798646,184323084,2016-08-01 00:05:15,0,0,NA
59514339,"001970C118E5",121.771177,24.70595,-39,92,466924251106544,208169495,NA,NA,NA,NA,2016-08-01 00:05:15,0,0,0
59514340,"001970C11CCB",121.465528,25.015053,-40,1,466011501246332,51576865,NA,NA,NA,NA,2016-08-01 00:05:15,0,0,0
59514342,"001970C1408B",120.439098,23.624234,-60,92,466924251104906,33574993,-150,0,NA,55593,2016-08-01 00:05:16,0,0,NA
59514343,"001970C1194B",120.449852,23.656015,-53,92,466924251106588,132401441,NA,NA,NA,NA,2016-08-01 00:05:16,0,0,92
59514344,"001970C141EB",120.23817,23.12955,-77,92,466924251104980,40114700,-150,0,NA,47338237,2016-08-01 00:05:16,0,0,NA
59514345,"001970C1187D",0,0,-79,92,466924251106520,55303693,NA,NA,NA,NA,2016-08-01 00:05:16,0,0,0
59514346,"001970C15905",120.787495,24.471122,-72,97,466977100566679,93697392,NA,NA,NA,NA,2016-08-01 00:05:17,0,0,98
59514347,"001970C1408F",121.231393,24.982595,-43,92,466924251104888,80246305,-150,0,NA,21106083,2016-08-01 00:05:17,0,0,NA
59514348,"001970A2F19E",120.2768,22.646892,-57,92,466924100841073,183420193,NA,NA,NA,NA,2016-08-01 00:05:17,0,0,0
59514349,"001970C141BD",120.484819,23.830225,-61,92,466924251104977,31068869,-150,0,NA,28615951,2016-08-01 00:05:17,0,0,NA
59514350,"001970C11CDF",121.437422,25.063872,-52,1,466011501246342,51361825,NA,NA,NA,NA,2016-08-01 00:05:17,0,0,0
59514352,"001970C13F9B",120.838625,24.549449,-150,0,NA,3778,-51,1,466011500798682,128027413,2016-08-01 00:05:18,0,0,NA
59514353,"001970C11789",121.459453,25.060522,-56,92,466924100841044,28643106,NA,NA,NA,NA,2016-08-01 00:05:18,0,0,49
59514354,"001970C1188B",121.781192,24.747245,-46,92,466924251106524,208597005,NA,NA,NA,NA,2016-08-01 00:05:18,0,0,87
59514355,"001970C14031",120.663203,24.20856,-60,92,466924251104934,106084117,-150,0,NA,26361007,2016-08-01 00:05:18,1,0,NA
59514357,"001970C11911",120.40644,23.528957,-60,92,466924251106567,157704215,NA,NA,NA,NA,2016-08-01 00:05:19,0,0,90
59514358,"001970C14005",120.668962,24.211651,-64,1,466011500798704,0,-150,0,NA,29702199,2016-08-01 00:05:19,0,0,NA
59514359,"001970C14103",120.219897,23.000844,-58,92,466924251104879,156588567,-150,0,NA,40180021,2016-08-01 00:05:19,1,0,NA
59514360,"001970C141B5",120.276822,22.646958,-62,92,466924251104973,46209365,-150,0,NA,28762551,2016-08-01 00:05:19,0,0,NA
59514361,"001970C1177D",121.397602,25.077372,-34,92,466924100841035,30666765,NA,NA,NA,NA,2016-08-01 00:05:19,1,0,33
59514362,"001970C1402F",121.519668,25.049835,-76,92,466924251104923,15199326,-150,0,NA,13610035,2016-08-01 00:05:19,1,0,NA
59514363,"001970C1401B",120.216371,23.022137,-59,1,466011501250449,47792938,-150,0,NA,29717214,2016-08-01 00:05:26,0,0,NA
59514364,"001970C119E5",121.771217,24.706102,-37,97,466977100566654,68608625,NA,NA,NA,NA,2016-08-01 00:05:26,0,0,0
59514365,"001970C13F87",121.518038,25.054163,-74,92,466924251104922,15596034,-150,0,NA,17756911,2016-08-01 00:05:26,1,0,NA
59514366,"001970C140B1",120.622173,24.179133,-150,0,NA,21532,-54,1,466011500798645,130579467,2016-08-01 00:05:26,0,0,NA
59514367,"001970C1406F",120.900241,24.675353,-62,92,466924251104890,105935373,-150,0,NA,20173313,2016-08-01 00:05:26,0,0,NA
59514368,"001970C141E9",120.35984,23.433385,-150,0,NA,46109497,-55,92,466924251104979,157921293,2016-08-01 00:05:26,0,0,NA
59514369,"001970C14021",120.721316,24.339633,-52,92,466924251104921,106901525,-150,0,NA,22150069,2016-08-01 00:05:26,0,0,NA
59514370,"001970A2F19C",120.78845,24.463965,-54,92,466924100841074,105988887,NA,NA,NA,NA,2016-08-01 00:05:26,0,0,96
59514371,"001970C140FD",121.540517,24.992371,-57,92,466924251104915,15331346,-150,0,NA,17315698,2016-08-01 00:05:26,0,0,NA
59514372,"001970C1408D",120.234511,23.137989,-67,92,466924251104937,157838615,-150,0,NA,28365331,2016-08-01 00:05:26,0,0,NA
59514373,"001970A2F16C",120.279828,23.289622,-59,92,466924100841086,157874977,NA,NA,NA,NA,2016-08-01 00:05:26,0,0,96
59514374,"001970C13FCD",121.396923,25.077643,-63,1,466011500791257,51653388,-150,0,NA,14639073,2016-08-01 00:05:26,1,0,NA
59514375,"001970A2F156",121.491835,25.07039,-58,92,466924100841084,29935895,NA,NA,NA,NA,2016-08-01 00:05:26,0,0,39
59514376,"001970A2F16A",121.493353,25.07516,-61,92,466924100841076,28576535,NA,NA,NA,NA,2016-08-01 00:05:26,0,0,41
59514377,"001970C11CD3",121.002015,24.794995,-63,1,466011501246336,56323085,NA,NA,NA,NA,2016-08-01 00:05:26,1,0,0
59514378,"001970C11CCF",121.141663,24.897688,-46,1,466011501246334,53791776,NA,NA,NA,NA,2016-08-01 00:05:26,0,0,86
59514379,"001970C14001",120.590375,24.117099,-84,1,466011500798702,0,-150,0,NA,31118829,2016-08-01 00:05:26,0,0,NA
59514381,"001970C11947",120.716642,24.332095,-54,92,466924251106586,105437463,NA,NA,NA,NA,2016-08-01 00:05:26,0,0,82
59514382,"001970C158E9",121.131117,24.894865,-49,97,466977100566669,83477361,NA,NA,NA,NA,2016-08-01 00:05:26,0,0,80
59514383,"001970C11CDD",120.882798,24.661173,-62,1,466011501246341,128010774,NA,NA,NA,NA,2016-08-01 00:05:27,0,0,96
59514386,"001970C11709",120.278722,22.880637,-63,97,466977100566691,210180227,NA,NA,NA,NA,2016-08-01 00:05:27,0,0,96
59514387,"001970C11D19",121.194863,24.946103,-72,1,466011501246393,53785357,NA,NA,NA,NA,2016-08-01 00:05:27,0,0,89
59514388,"001970C14061",120.299469,23.308082,-69,92,466924251104939,40111180,-150,0,NA,40141180,2016-08-01 00:05:27,0,0,NA
59514389,"001970C11695",121.62095,25.053692,-39,97,466977100566649,29443184,NA,NA,NA,NA,2016-08-01 00:05:27,0,0,72
59514390,"001970A2F1A2",120.276968,22.646943,-60,92,466924100841081,183420193,NA,NA,NA,NA,2016-08-01 00:05:27,0,0,0
59514391,"001970C1411D",120.404724,23.523797,-80,1,466011500791408,47458628,-150,0,NA,33589578,2016-08-01 00:05:27,0,0,NA
59514392,"001970C14193",120.863961,24.61802,-61,92,466924251104964,20123309,-150,0,NA,14619636,2016-08-01 00:05:27,0,0,NA
59514393,"001970C14187",0,0,-150,0,NA,40124655,-47,1,466011500791239,130972940,2016-08-01 00:05:27,0,0,NA
59514394,"001970C1426D",0,0,-150,0,NA,45968748,-46,1,466011500790720,187030048,2016-08-01 00:05:27,0,0,NA
59514395,"001970C1590B",120.210783,23.004988,-55,97,466977100566682,180235495,NA,NA,NA,NA,2016-08-01 00:05:28,1,0,9
59514396,"001970C11929",121.561282,24.817267,-44,92,466924251106575,30249997,NA,NA,NA,NA,2016-08-01 00:05:28,0,0,62
59514398,"001970C11933",120.497375,23.917743,-54,92,466924251106580,131801111,NA,NA,NA,NA,2016-08-01 00:05:28,0,0,95
59514399,"001970C141A1",0,0,-52,1,466011500791248,0,-150,0,NA,46079117,2016-08-01 00:05:28,0,0,NA
59514400,"001970C140B7",120.475903,23.716345,-71,92,466924251104905,33106505,-150,0,NA,21086993,2016-08-01 00:05:28,0,0,NA
59514401,"001970C1419F",121.315942,25.046558,-150,0,NA,20460466,-52,1,466011500791247,53838879,2016-08-01 00:05:28,0,0,NA
59514402,"001970C14259",120.693306,24.273129,-71,1,466011500790709,0,-150,0,NA,26335849,2016-08-01 00:05:28,0,0,NA
59514403,"001970C11715",121.3897,25.065127,-40,92,466924251101815,29006615,NA,NA,NA,NA,2016-08-01 00:05:28,0,0,75
59514405,"001970C1422F",121.77334,24.708056,-73,1,466011501246406,29123986,-150,0,NA,9507431,2016-08-01 00:05:28,0,0,NA
59514406,"001970C1425B",121.340667,24.936387,-69,1,466011500798649,0,-150,0,NA,16457662,2016-08-01 00:05:28,0,0,NA
59514407,"001970C13FD9",121.485036,25.061491,-54,1,466011500798693,0,-150,0,NA,14695426,2016-08-01 00:05:28,0,0,NA
59514408,"001970C14267",0,0,-150,0,NA,15498805,-43,1,466011500790717,56343819,2016-08-01 00:05:29,0,0,NA
59514409,"001970A2F1A6",121.514765,25.05384,-53,92,466924100841088,54172449,NA,NA,NA,NA,2016-08-01 00:05:29,1,0,18
59514410,"001970A2F18E",121.792048,24.684625,-61,97,466977100566646,68610417,NA,NA,NA,NA,2016-08-01 00:05:29,0,0,61
59514411,"001970C13F7B",120.284153,23.297607,-61,92,466924251104918,157860631,-150,0,NA,46055703,2016-08-01 00:05:29,0,0,NA
59514412,"001970C11D27",120.214935,23.020842,-49,1,466011501246396,181940236,NA,NA,NA,NA,2016-08-01 00:05:30,0,0,56
59514413,"001970C11913",120.662437,24.208262,-68,92,466924251106568,106153485,NA,NA,NA,NA,2016-08-01 00:05:30,1,0,87
59514414,"001970C1423F",121.775162,24.739489,-68,1,466011501246414,33294605,-150,0,NA,8748179,2016-08-01 00:05:30,0,0,NA
59514415,"001970C11951",121.507308,25.04871,-62,92,466924251106591,55069464,NA,NA,NA,NA,2016-08-01 00:05:30,1,0,11
59514416,"001970C1412F",120.68977,24.245982,-59,92,466924251104907,106100493,-150,0,NA,22118203,2016-08-01 00:05:30,0,0,NA
59514417,"001970C14007",120.907045,24.681256,-57,1,466011500798705,0,-150,0,NA,20147339,2016-08-01 00:05:30,0,0,NA
59514418,"001970C11CC5",121.517965,25.054385,-58,1,466011501246329,25889805,NA,NA,NA,NA,2016-08-01 00:05:30,1,0,0
59514419,"001970A2F1D0",121.435725,25.02461,-51,1,466011500791253,51251990,NA,NA,NA,NA,2016-08-01 00:05:30,0,0,0
59514420,"001970C11C89",120.953245,24.727157,-67,1,466011501246319,56331542,NA,NA,NA,NA,2016-08-01 00:05:30,0,0,95
59514421,"001970C140AD",120.301714,23.326838,-68,1,466011500790710,47741613,-150,0,NA,33514126,2016-08-01 00:05:30,0,0,NA
59514422,"001970C13FB3",121.517825,25.05385,-64,1,466011500798686,0,-150,0,NA,17756911,2016-08-01 00:05:30,1,0,NA
59514426,"001970C11927",121.494037,25.056742,-46,92,466924251106574,30370583,NA,NA,NA,NA,2016-08-01 00:05:31,0,0,0
59514427,"001970C11D25",0,0,-60,1,466011501246395,181825804,NA,NA,NA,NA,2016-08-01 00:05:31,0,0,0
59514428,"001970C140AF",121.517202,25.051462,-62,1,466011500791401,7493462,-150,0,NA,17700388,2016-08-01 00:05:31,1,0,NA
59514429,"001970C1403D",120.248449,22.998091,-77,92,466924251104881,40179951,-150,0,NA,40098711,2016-08-01 00:05:32,0,0,NA
59514430,"001970C1406B",121.308278,25.043187,-56,92,466924100841135,80218911,-150,0,NA,17047637,2016-08-01 00:05:32,0,0,NA
59514431,"001970C11D0D",120.239092,23.185393,-73,1,466011501246357,47616902,NA,NA,NA,NA,2016-08-01 00:05:33,0,0,0
59514432,"001970C14199",121.514151,25.052055,-150,0,NA,22264740,-43,1,466011500791244,26096396,2016-08-01 00:05:33,1,0,NA
59514433,"001970A2F148",120.521327,22.652897,-41,1,466011500791272,186976289,NA,NA,NA,NA,2016-08-01 00:05:33,1,0,11
59514434,"001970C1418F",120.477528,23.786185,-70,1,466011500791243,33408788,-150,0,NA,46210200,2016-08-01 00:05:33,0,0,NA
59514437,"001970C1172D",120.50619,23.971533,-53,92,466924251101817,132065057,NA,NA,NA,NA,2016-08-01 00:05:34,0,0,96
59514438,"001970C140DF",120.205147,23.03361,-51,1,466011501250454,47699856,-150,0,NA,31023257,2016-08-01 00:05:34,0,0,NA
59514439,"001970C11D2B",120.40598,23.528125,-57,1,466011501246398,180563468,NA,NA,NA,NA,2016-08-01 00:05:34,0,0,99
59514440,"001970C1190F",121.229848,24.981447,-43,92,466924251106566,80246305,NA,NA,NA,NA,2016-08-01 00:05:34,0,0,87
59514441,"001970C140B5",121.023975,24.874226,-35,92,466924251104899,80488461,-150,0,NA,13580442,2016-08-01 00:05:34,0,0,NA
59514442,"001970C141CF",121.491892,25.070235,-150,0,NA,46295600,-68,1,466011500790699,0,2016-08-01 00:05:34,0,0,NA
59514444,"001970C11CF5",121.012267,24.814765,-62,1,466011501246349,57384983,NA,NA,NA,NA,2016-08-01 00:05:35,0,0,87
59514445,"001970C1425F",120.437762,23.481474,-65,1,466011500790701,47508538,-150,0,NA,31023256,2016-08-01 00:05:35,1,0,NA
59514446,"001970C140CD",120.236777,23.132537,-65,92,466924251104935,40118055,-150,0,NA,27579999,2016-08-01 00:05:35,0,0,NA
59514447,"001970C13FEB",120.499263,23.92845,-67,1,466011501250250,0,-150,0,NA,31078912,2016-08-01 00:05:35,0,0,NA
59514448,"001970C13F8F",120.697205,24.301122,-150,0,NA,26295849,-114,1,466011500798680,0,2016-08-01 00:05:35,0,0,NA
59514449,"001970C11867",0,0,-75,92,466924251106505,20265325,NA,NA,NA,NA,2016-08-01 00:05:35,0,0,0
59514450,"001970C13F71",121.070886,24.880583,-71,1,466011500798673,0,-150,0,NA,23073113,2016-08-01 00:05:35,0,0,NA
59514452,"001970C14229",121.762812,24.793603,-56,1,466011501246403,33283084,-150,0,NA,13358364,2016-08-01 00:05:36,0,0,NA
59514453,"001970C11CC9",120.638837,24.168687,-56,1,466011501246331,130832929,NA,NA,NA,NA,2016-08-01 00:05:36,1,0,11
59514454,"001970C141FD",121.516896,25.050176,-58,92,466924251104985,15201810,-150,0,NA,46079497,2016-08-01 00:05:36,1,0,NA
59514455,"001970C14059",120.622682,24.164864,-71,92,466924251104925,0,-150,0,NA,31004554,2016-08-01 00:05:36,0,0,NA
59514456,"001970C11A29",120.407923,23.493573,-77,1,466011501246515,179225888,NA,NA,NA,NA,2016-08-01 00:05:36,0,0,0
59514457,"001970C14155",0,0,-66,1,466011500791416,0,-150,0,NA,17756911,2016-08-01 00:05:36,0,0,NA
59514458,"001970C13F8B",120.676564,24.13165,-53,1,466011500798678,0,-150,0,NA,33702462,2016-08-01 00:05:36,0,0,NA
59514461,"001970C1590F",121.008943,24.799833,-70,97,466977100566684,76809328,NA,NA,NA,NA,2016-08-01 00:05:37,0,0,96
59514462,"001970C140FF",121.05671,24.757865,-58,92,466924251104936,23129216,-150,0,NA,79360488,2016-08-01 00:05:37,0,0,NA
59514463,"001970C14167",120.333276,22.72987,-150,0,NA,54737214,-57,1,466011500791231,184358688,2016-08-01 00:05:37,0,0,NA
59514464,"001970C14173",120.279972,22.641856,-63,92,466924251104960,183633173,-150,0,NA,46129125,2016-08-01 00:05:37,0,0,NA
59514465,"001970C14033",121.492206,25.0704,-50,92,466924251104914,28648983,-150,0,NA,8049256,2016-08-01 00:05:37,0,0,NA
59514466,"001970C14069",0,0,-55,92,466924251104876,33151288,-150,0,NA,26467778,2016-08-01 00:05:37,0,0,NA
59514467,"001970C11747",0,0,-55,92,466924251101844,106049057,NA,NA,NA,NA,2016-08-01 00:05:38,0,0,0
59514468,"001970C158FD",120.354755,23.414538,-60,97,466977100566675,155648367,NA,NA,NA,NA,2016-08-01 00:05:38,0,0,114
59514470,"001970C14089",120.397094,23.492393,-79,92,466924251104927,33561256,-150,0,NA,33544126,2016-08-01 00:05:38,1,0,NA
59514471,"001970A2F168",120.276353,22.646803,-65,92,466924100841079,183420193,NA,NA,NA,NA,2016-08-01 00:05:38,0,0,0
59514472,"001970C141C7",120.276129,22.646939,-66,1,466011500790695,54740115,-150,0,NA,31023256,2016-08-01 00:05:38,0,0,NA
59514473,"001970C1191D",120.715865,24.331052,-63,92,466924251106569,105437463,NA,NA,NA,NA,2016-08-01 00:05:38,0,0,86
59514474,"001970C14189",120.275844,22.647146,-150,0,NA,31023257,-65,1,466011500791240,54740115,2016-08-01 00:05:38,0,0,NA
59514475,"001970C13FB1",121.517652,25.062623,-55,1,466011500798685,0,-150,0,NA,15206931,2016-08-01 00:05:38,1,0,NA
59514476,"001970C11731",121.517725,25.062798,-36,92,466924251101818,54420245,NA,NA,NA,NA,2016-08-01 00:05:39,1,0,0
59514477,"001970C11DB1",121.578068,25.058853,-55,1,466011501250469,25823521,NA,NA,NA,NA,2016-08-01 00:05:39,0,0,0
59514478,"001970C14213",121.517034,25.049523,-81,92,466924251104992,0,-150,0,NA,20136755,2016-08-01 00:05:39,1,0,NA
59514479,"001970C1424B",120.760001,24.395127,-150,0,NA,31004554,-38,92,466924251104996,106915351,2016-08-01 00:05:39,0,0,NA
